id,name,description,neighbourhood_cleansed,transit,host_id,host_name,host_is_superhost,city,state,zipcode,country,latitude,longitude,property_type,room_type,bathrooms,bedrooms,beds,price,reviews_per_month,review_scores_rating,accommodates,cancellation_policy
1668313,Room in Rozzie-Twin Bed-Full Bath,"Quiet second floor bedroom sleeps one in comfort, Includes back yard view, semi-private full bath & use of first floor living area, front porch & garden. Great plus: free street parking or a short walk to public transport into Boston/Cambridge. Guests are welcome to relax in the first floor living area, porch and garden in addition to their own room. Kitchen use by arrangement only. I'm available for guests as work allows. I'm happy to chat, recommend site and activities or let you discover Boston on your own during your stay.  Our neighborhood is quiet and relaxed. There is a lovely village green in walking distance with a diverse selection of shops and restaurants - mostly locally owned. In warm months we have the best farmer's market around. The heart of Boston is only 25 minutes or so away by public transport, sometimes less by car. It is a perfect blend of access to the city and a break from the hustle and bustle. We are less than a block from city buses, which go to the Forest Hi",Roslindale,"We are less than a block from city buses, which go to the Forest Hills T (transit) station for the subway into Boston and Cambridge, or 7 minutes walk to the commuter rail (Needham line (URL HIDDEN) for a faster ride into South Station (Boston).  If you are driving in to town, street parking by the house is easy and free.",8834105,Rebecca,t,Boston,MA,02131,United States,42.281941832424685,-71.13337190191741,House,Private room,1.0,1.0,1.0,57.0,0.48,94.0,1,flexible
2684840,"Updated, spacious living in Rozzie","Clean, sunny 2 bedroom in amazing Roslindale Village, 6 miles from downtown Boston . Recently remodeled condo offering everything you need for your stay. Located steps from the Arnold Arboretum and Roslindale Village.",Roslindale,0,13743098,Megan,f,Boston,MA,02131,United States,42.29172341146307,-71.13155602161845,Condominium,Entire home/apt,1.0,2.0,2.0,93.0,0.64,100.0,4,flexible
13547301,2 Bedroom Apartment in Boston,"My place is close to Public Transportation. The train station to downtown Boston is a short 1 minute walk from my house. You’ll love my place because of the neighborhood, the comfy bed, the light, and the coziness. My place is good for couples, solo adventurers, business travelers, and families (with kids).",Roslindale,0,57402911,Georgia,f,Boston,MA,02131,United States,42.287641034701096,-71.12988286590424,Apartment,Entire home/apt,1.0,2.0,3.0,150.0,4.93,97.0,5,moderate
5434353,Quiet  Beauty in Boston,"Enjoy the full space of our home as you explore some of the more trendy and hip parts of Boston. Close to Jamaica Plain, and steps to Roslindale Square, this warm abode offers the convenience to Downtown, yet nestled off the beaten track.         Large living and dining area. Sprawling space. Grand piano.  Quiet Roslindale, close to the trendy Jamaica Plain and walking distance to Harvard's Arnold Arboretum. Climb Peter's Hill, and run around Jamaica Pond! Steps to Commuter Rail. Needham Line. 15 minutes to downtown Boston.  Multiple bus connections. Good Boston Logan Airport Connection. ",Roslindale,Steps to Commuter Rail. Needham Line. 15 minutes to downtown Boston.  Multiple bus connections. Good Boston Logan Airport Connection. ,9658771,Anthony,f,Boston,MA,02131,United States,42.28626473620894,-71.13706513072117,House,Entire home/apt,1.5,2.0,2.0,145.0,0.56,91.0,2,moderate
3420384,"Convient, Safe and Comfortable","Located along public transportation with plenty of on street parking. Extra large studio with wifi, cable, original Fenway Park seats, patio, grill, hot tub, laundry, Charlie Cards, complimentary pass for 4 to the Museum of Fine Arts. Private enterance for guest. Friendly, experienced, helpful and on site. Airport pick up for a nominal fee. Village 1 mile with banks, grocery store, special meat and fish stores, international wine and cheese shop, flower shop, library and other shops to browse.  Some of the best restaurants in Boston, everything from Susi to Italian. Airport pick up service for a nominal fee. Bus, commuter rail and train in the neighborhood. Bus a two minute walk from the house. Plenty of on street parking. Lyft and Uber service available while on premises. Access to large backyard. Enjoy John's original art work. 2 minutes from public transportation. Excellent restaurants and shops within walking distance.",Roslindale,"Airport pick up service for a nominal fee. Bus, commuter rail and train in the neighborhood. Bus a two minute walk from the house. Plenty of on street parking. Lyft and Uber service available while on premises.",431385,Cynthia,f,Boston,MA,02131,United States,42.27440801253166,-71.12529404441553,House,Private room,1.0,1.0,3.0,165.0,1.0,100.0,4,flexible
13512930,Roslindale Beauty next to Arboretum,"Clean, sunny 1 bedroom in amazing Roslindale Village, 6 miles from downtown Boston. Recently remodeled condo offering everything you need for your stay. Located steps from the Arnold Arboretum and Roslindale Village.",Roslindale,0,13743098,Megan,f,Boston,MA,02131,United States,42.29181491557826,-71.13158793430709,Condominium,Private room,1.0,1.0,1.0,75.0,0.37,100.0,2,flexible
7252607,Private Room near Public Transport,"A handsome colonial house set on a tranquil side street. Fully furnished with spacious rooms. Easy commute to Downtown with nearest bus stop only a 5 minute walk away. Near restaurants, grocery and shopping arcade. Laundry and WiFi available.",Roslindale,0,34552909,Barrie,t,Boston,MA,02131,United States,42.28280175042395,-71.11514509094087,House,Private room,1.0,1.0,1.0,49.0,0.29,95.0,2,strict
2583074,Cozy room in a charming villa.,"My home is a villa in one of the friendliest, and safest  neighborhood of Boston.   The room  has a window overlooking  the yard and street.   All utilities and WIFI are included. Shared bathroom /kitchen.   The bus line is less than a minute walk. The room is cozy and private. The house is less than a minute to public transportation. It is around the corner from the 'Pleasant Café"" restaurant. Guest has access to everything in the house, Kitchen, bathrooms,  living room, dining room, washer and drier. I enjoy the company of others and would be happy to carry a conversation with my guest. To me a stranger is a friend I haven't met yet. This a nice multicultural, family neighborhood. Easily accessed by public transportation, car or bycicle. The bus line to Forest Hills station is just up the street. At Forest Hill station, the subway will take you to downtown Boston in less than 15 minutes. I speak French, Arabic and some Spanish.",Roslindale,"The bus line to Forest Hills station is just up the street. At Forest Hill station, the subway will take you to downtown Boston in less than 15 minutes.",13226301,Mohamed,t,Boston,MA,02131,United States,42.27964781834151,-71.13605872909109,Villa,Private room,2.5,1.0,1.0,40.0,1.24,99.0,1,flexible
6400432,Spacious 3 bedroom cape cod style,"Three bedroom in Boston's Roslindale neighborhood - spacious backyard and large playroom make it incredibly kid-friendly. Off-street parking. Bus brings you to Forest Hills T Station on the Orange Line; walk to commuter rail and shops/restaurants. This Cape Cod style home features two bedrooms (one king-sized, one with two twins) and kitchen, newly remodeled bathroom, and a large open living and dining area all on the first floor. Downstairs leads to a walk-out basement playroom with laundry, half bath, and TV area with a queen-sized sofa bed.  Also in the basement is our third bedroom (queen-sized) which opens onto the backyard and patio through lovely glass sliding doors.  There is a large gas grill , patio furniture, and backyard for your use.  Driveway fits one car.  A bus stop directly in front of the house brings you to Forest Hills T Station on the Orange line, from which all parts of Boston area easily accessible.  Downtown Boston is 15 minutes by car. Walk to Roslindale Villag",Roslindale,0,23127285,Jesús,f,Boston,MA,02131,United States,42.27838291101699,-71.12878009724983,House,Entire home/apt,1.0,3.0,5.0,150.0,1.58,88.0,8,flexible
5498472,"4BD/3.5BA, Perfect for families!","Our spacious, modern, immaculate town home is located in Roslindale, MA,  a fun and family friendly neighborhood of Boston. We are a perfect option for families with small children or those without who want to stay in a large, fully stocked home. Our 2,400+ square foot home is a hidden gem, tucked away at the end of a private lane in a residential neighborhood.  Surrounded by trees, the property has a spacious, private, and safe front yard for playing with kids or just relaxing in the hammock.   Our home has 4 bedrooms, including 2 en suites (one king bed, one queen bed) and two additional bedrooms (one twin bed), though one is currently set up as an office.  There is a lot of unused space (the office could fit a twin bed or crib, the basement could sleep a bunch of people) but we only have beds set up for 5 people currently. We have a basement playroom with a treadmill and way more toys than we need!  Our home has cable TV, TVs in the living room, both master bedrooms and the basement",Roslindale,0,28518068,Colette,f,Boston,MA,02131,United States,42.27683095063724,-71.12955973831468,House,Entire home/apt,3.5,4.0,3.0,175.0,0.07,100.0,5,moderate
894539,Private room in house ,"Large private room in a large house near the Arnold Arboretum, in the Roslindale section of Boston. The Arboretum offers 281 acres with a living collection of trees, shrubs, and woody vines and is recognized as one of the most comprehensive and best documented of its kind in the world. House is on a one way block long street, and is quiet.  Room is on the second floor in the back of the house, next to a large bathroom with washer and drier available for use.  There is good natural light as well as privacy. It's an easy walk to Roslindale Square, where you will find Commuter rail and buses to anywhere you want to go.  Roslindale has one of the city's best farmers' markets, as well as excellent restaurants. Easy access to downtown Boston and Cambridge Great restaurants and shops nearby. Internet access, cable, and parking included Use of kitchen or shared meals.",Roslindale,0,4762495,Jennifer,t,Roslindale,MA,02131,United States,42.290903928902345,-71.13023771355206,House,Private room,1.5,1.0,1.0,95.0,1.13,96.0,2,moderate
879929,Surround yourself with custom art!,"One big bedroom in a three bedroom Apartment in Boston. Guest has use of kitchen, living room, Laundry on premises. Conveniently located on back side of Arnold Arboretum, just a 3 minute walk to commuter rail (and then 11Minutes to Down town), bus stop at corner, 15 minute walk to Forest hills MBTA station. 3 minute walk to restaurants and stores. On bike path to inner corridor. This is the home of a woodworker/sculptor and you will be surrounded by art. Located in a safe quiet neighborhood.  Guests have use of bedroom shared bathroom and kitchen. I have bicycles on premises. I try to leave guests alone unless they need help. I am always available for questions by phone or text. This is a safe beautiful neighborhood bordering the Arnold Arboretum. Easy walk to dinner safe to walk home at night. Easy access to commuter rail, bus and MBTA. I am located on Boston bike trail and it is a 4.8 mile bike ride to the center of downtown Boston without riding on any roads.",Roslindale,"Easy access to commuter rail, bus and MBTA. I am located on Boston bike trail and it is a 4.8 mile bike ride to the center of downtown Boston without riding on any roads.",4653380,Beth,f,Roslindale,MA,02131,United States,42.291519991700966,-71.13185776978565,Apartment,Private room,1.0,1.0,1.0,90.0,1.06,95.0,2,strict
9218312,Sunny bedroom with private bathroom,"Located in the Peter's Hill neighborhood, restored 1884 Victorian offers a private entrance, private marble bathroom and a large, comfortable bedroom. Roslindale Square, Arnold Arboretum and the T are all just a few minutes walk. Large sunny bedroom with double bed, love seat in a bay window and a new private marble bathroom with claw foot tub, glass shower and heated floors. A separate entrance allows guests privacy and flexibility. Private bedroom and luxury bathroom with separate entrance offer our guests privacy and comfort. On street parking is free and unrestricted. Please note kitchen access and breakfast not included. A coffee station with a Keurig and a refrigerator is available with an assortment of coffees and teas. We are empty nesters who enjoy hosting guests from around the country and the world. We love to travel ourselves and to introduce our guests to the Roslindale neighborhood and the larger city of Boston. We are from New Jersey (Dave) and California (Jone) and have",Roslindale,"Five minutes walk from our house, you can catch the commuter rail directly into Downtown Boston (a 15-minute ride), or one of the many buses that head up Washington Street to Forest Hills, the southern terminal of the Orange Line. It also never takes long to get an Uber.",47935411,Jone,t,Boston,MA,02131,United States,42.289071070855776,-71.12823296377442,House,Private room,1.0,1.0,1.0,95.0,4.02,99.0,2,moderate
321328,Bright Room Near Roslindale Village,"I have an attractive room available in Roslindale. The apartment is bright and airy with two porches and easy walk to the bus and commuter rail for downtown Boston.  Free wi-fi, parking, 10 minute walk to Roslindale Square.  I am a traveller myself and like meeting people from all over the world.  Guests are welcome to use the kitchen and come and go as they wish. Parking is ample and free.  I am a small business owner and my home is also my office, but I am out much of the time and on weekends as well. Your rental of a room in my apartment will most likely feel like renting the whole place because I am gone so frequently at night.   We are very close to the Arnold Arboretum which is a wonderful respite in any season from the hustle bustle.  I have taken some of my AirBnB guests on bicycle tours of the area, but you don't need me to guide you...just follow your eyes to whatever you like there.  Roslindale Village is very attractive and there is a nice mix of shops, restaurants and a Sa",Roslindale,"There is the commuter rail, and a bus to Forest hills T stop which is the terminus of the subway line to downtown.",8302344,Dan,f,Boston,MA,02131,United States,42.29223824022419,-71.13449706289938,Apartment,Private room,1.0,1.0,2.0,100.0,0.21,90.0,2,flexible
1810172,Room for 2 in Rozzie - Full Bath,"This second floor bedroom sleeps two in a queen bed. It includes street view, semi-private full bath & use of first floor living area, front porch & garden. Great plus: free street parking or a short walk to public transport into Boston/Cambridge. Guests are welcome to relax in the first floor living area, porch and garden in addition to their own room. Kitchen use by arrangement. I'm available for guests as work allows. I'm happy to chat, recommend site and activities or let you discover Boston on your own during your stay.  Our neighborhood is quiet and relaxed. There is a lovely village green in walking distance with a diverse selection of shops and restaurants - mostly locally owned. In warm months we have the best farmer's market around. The heart of Boston is only 25 minutes or so away by public transport, sometimes less by car. It is a perfect blend of access to the city and a break from the hustle and bustle. We are less than a block from city buses, which go to the Forest Hill",Roslindale,"We are less than a block from city buses, which go to the Forest Hills T (transit) station for the subway into Boston and Cambridge, or 7 minutes walk to the commuter rail (Needham line (URL HIDDEN) for a faster ride into South Station (Boston).  If you are driving in to town, street parking by the house is easy and free.",8834105,Rebecca,t,Boston,MA,02131,United States,42.28208581195228,-71.1333486774579,House,Private room,1.0,1.0,1.0,67.0,0.58,96.0,2,flexible
6513924,Private room in spacious condo!,"Nice unit located within walking distance of charming Roslindale Village and very easy access to public transportation for getting into Downtown Boston.   Message me if interested. Spacious, modern construction condo with plenty of parking.  Homage to our great Boston sports teams all throughout the place...apologies NY sports fans. I do get train noise here as Hyde Park Ave. runs parallel to a commuter rail line.  At night and on weekends it's not as bad though.  Have fans and white noise machine to offset/neutralize the noise. Access to bedroom, main dining room, TV area, kitchen, and bathroom. As a native Bostonian I know the area very well.  Happy to help give visitors recommendations on restaurants, museums, coffee shops, attractions, etc.  Both locally here in Roslindale, as well as in Boston and beyond. Today's Roslindale is not the ""Rozzie"" of my youth.  Lots of great restaurants, pubs, sports bars and more within walking distance of my place.  Beautiful Arnold Arboretum also w",Roslindale,Located right on the #32 bus route which shoots you right to Forest Hills orange line station.  Roslindale Village Commuter Rail station a 15 minute walk away.,16398126,Chris,f,Boston,MA,02131,United States,42.284561507299415,-71.11972634316602,Condominium,Private room,1.0,1.0,1.0,55.0,1.93,92.0,1,flexible
7093109,Adorable  Apt. 20 min from Downtown,"New totally renovated 2 bedroom apt located 30 minutes aproximately from Downtown Boston. Apt its bright and spacious. The Apartment it's private and it is located on a 2nd floor, it will not be shared with anybody.  The living space is 1180 Sq ft. I don't live in the blding, but my mother does. The apartment has all the amenities that you might need. Iron board, toaster, coffee maker, dishwasher, blow dryer. Also it has everything you need to cook your own favorite food. New Totally renovated 2 bedroom apartment located 30 minutes approximately from Downtown Boston. The apartment is very bright and spacious, it has 1180 Sq feet of living space.  It has a balcony in the front and one on the back. Full Kitchen, with Microwave, Toaster, Coffee maker, Dishwasher, Full Size Refrigerator, so you are welcome to cook your meals if desired.  The apartment is located in a 3 family building.  This apartment is totally private and it is located on a Second Floor, you will be the only ones staying",Roslindale,0,37177446,Nelson And Marlene,f,Boston,MA,02131,United States,42.276968619499286,-71.11775586431584,Apartment,Entire home/apt,1.0,2.0,2.0,200.0,0.38,100.0,6,strict
7086825,Private Room near public transport,"A handsome colonial house set on a tranquil side street. Fully furnished with spacious rooms. Easy commute to Downtown with nearest bus stop only a 5 minute walk away. Near restaurants, grocery and shopping arcade. Laundry and WiFi available.",Roslindale,0,34552909,Barrie,t,Boston,MA,02131,United States,42.28228162657036,-71.11681747458199,House,Private room,1.0,1.0,1.0,49.0,0.72,98.0,1,strict
1861070,Charming Gambrel on a sweet street,"This home has been featured in several magazines.  Filled with quirky collections, antiques, one adult and one pug named Rita Rose.  Guests will stay in small second floor room with a view to the tree tops.  We have a shared full bath and one half bath. This beautiful house, filled with a lifetime of collections will wow you.  Your room is small and cozy with antique linens and select readings.  Share a modern bathroom and a kitchen designed by a chef.  On-street parking. 45 minutes to downtown Boston on Public transport.  Your sweet little room is all yours but feel free to enjoy the small private library with chaise lounge on the second floor and a wonderful sunroom off the kitchen both rooms sighing with books yet to be read.  We provide breakfast but feel free to browse our collection of cookbooks and whip up a little something for your self!  You will share a bathroom that was inspired by my favorite small pension in Venice Italy; we provide the towels!  We are so happy you will b",Roslindale,How easy is this!  At the end of my one block long street is the #50 bus which will take you to the village or to the Orange Line...if you are traveling by car there is ample on-street parking.,8879967,Joanne,f,Boston,MA,02131,United States,42.276912922929995,-71.12823284429416,House,Private room,1.5,1.0,1.0,75.0,0.59,96.0,1,flexible
